ID;Domaine;Mode;Portée du lien;Discordance du support;Réponse affichée;Réponse historique du support;Documentation Microsoft;Question source
T6-Q51;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;an Azure Monitor Private Link Scope (AMPLS);an Azure Monitor Private Link Scope (AMPLS);https://learn.microsoft.com/en-us/azure/azure-monitor/fundamentals/private-link-security;"You have an Azure subscription. The subscription contains virtual machines that connect to a virtual network named VNet1.

You plan to configure Azure Monitor for VM Insights.

You need to ensure that all the virtual machines only communicate with Azure Monitor through VNet1.

What should you create first?"
T6-Q52;Implémenter et gérer le stockage;Fiche question/réponse du support;theme;Non;Protection du conteneur cont1 : Backup1 only · Protection du partage share1 : Recovery1 only;Protection du conteneur cont1 : Backup1 only · Protection du partage share1 : Recovery1 only;https://learn.microsoft.com/en-us/azure/backup/azure-file-share-support-matrix | https://learn.microsoft.com/en-us/azure/backup/backup-azure-vms-first-look-arm;"You have an Azure subscription that contains the vaults shown in the following table.

You create a storage account that contains the resources shown in the following table.

To which vault can you back up cont1 and share1? To answer, select the appropriate options in the answer area.

NOTE: Each correct answer is worth one point."
T6-Q53;Surveiller et maintenir les ressources Azure;Exercice avec correction comparée aux sources;scenario;Non;Backlogged Input Events;Backlogged Input Events;https://learn.microsoft.com/en-us/azure/stream-analytics/stream-analytics-monitoring;"You have an Azure subscription that contains an Azure Stream Analytics job named Job1.

You need to monitor input events for Job1 to identify the number of events that were NOT processed.

Which metric should you use?"
T6-Q54;Surveiller et maintenir les ressources Azure;Exercice avec correction comparée aux sources;scenario;Non;Send to a Log Analytics workspace.;Send to a Log Analytics workspace.;https://learn.microsoft.com/en-us/azure/azure-sql/database/metrics-diagnostic-telemetry-logging-streaming-export-configure;"You have an Azure subscription that contains an Azure SQL database named DB1.

You plan to use Azure Monitor to monitor the performance of DB1. You must be able to run queries to analyze log data.

Which destination should you configure in the Diagnostic settings of DB1?"
T6-Q55;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;XPath;XPath;https://learn.microsoft.com/en-us/azure/azure-monitor/vm/data-collection-windows-events;"You have an Azure subscription. The subscription contains virtual machines that run Windows Server.

You have a data collection rule (DCR) named Rule1.

You plan to use the Azure Monitor Agent to collect events from Windows System event logs.

You only need to collect system events that have an ID of 1001.

Which type of query should you use for the data source in Rule1?"
T6-Q56;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;A. the Azure Connected Machine agent for Azure Arc-enabled servers;A. the Azure Connected Machine agent for Azure Arc-enabled servers;https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview;"You have an Azure subscription that contains a virtual machine named VM1.

You have an on-premises datacenter that contains a domain controller named DC1. ExpressRoute is used to connect the on-premises datacenter

to Azure.

You need to use Connection Monitor to identify network latency between VM1 and DC1.

What should you install on DC1?"
T6-Q57;Surveiller et maintenir les ressources Azure;Exercice avec correction comparée aux sources;scenario;Non;Virtual network flow logs pour VNet1;Virtual network flow logs pour VNet1;https://learn.microsoft.com/en-us/azure/network-watcher/vnet-flow-logs-manage;Vous déployez VM1 sur VNet1 en East US et voulez analyser ses flux dans Traffic Analytics. Quelle collecte de flux réseau configurez-vous ?
T6-Q58;Surveiller et maintenir les ressources Azure;Fiche question/réponse du support;theme;Non;A. a data collection endpoint;A. a data collection endpoint;https://learn.microsoft.com/en-us/azure/azure-monitor/logs/log-query-overview;"You have an Azure subscription. The subscription contains 10 virtual machines that run Windows Server. Each virtual machine hosts a website in

IIS and has the Azure Monitor Agent installed.

You need to collect the IIS logs from each virtual machine and store them in a Log Analytics workspace.

What should you configure first?"
T6-Q59;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;Ligne 1 du tableau : Non · Ligne 2 du tableau : Oui · Ligne 3 du tableau : Oui;Ligne 1 du tableau : Non · Ligne 2 du tableau : Oui · Ligne 3 du tableau : Oui;https://learn.microsoft.com/en-us/azure/private-link/private-link-faq;"You have an Azure subscription that contains two storage accounts named contoso101 and contoso102.

The subscription contains the virtual machines shown in the following table.

VNet1 has service endpoints configured as shown in the Service endpoints exhibit. (Click the Service endpoints tab.)

The Microsoft.Storage service endpoint has the service endpoint policy shown in the Microsoft.Storage exhibit. (Click the Microsoft.Storage tab.)

For each of the following statements, select Yes if the statement is true. Otherwise, select No.

NOTE: Each correct selection is worth one point."
T6-Q60;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;a Log Analytics workspace + a storage account;a Log Analytics workspace + a storage account;https://learn.microsoft.com/en-us/azure/network-watcher/vnet-flow-logs-manage;"You have an Azure subscription that contains multiple virtual machines in the West US Azure region.

You need to use Traffic Analytics in Azure Network Watcher to monitor virtual machine traffic.

Which two resources should you create? Each correct answer presents part of the solution.

NOTE: Each correct selection is worth one point."
T7-Q1;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;Sélection 1 : Selected - Pilot group · Sélection 2 : Yes;Sélection 1 : Selected - Pilot group · Sélection 2 : Yes;https://learn.microsoft.com/en-us/azure/backup/backup-azure-arm-restore-vms;"Introductory Info
Case study -

This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However,

there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions

included on this exam in the time provided.

To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might

contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is

independent of the other questions in this case study.

At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to

the next section of the exam. After you begin a new section, you cannot return to this section.

To start the case study -

To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study

before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem

statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the

subsequent tabs. When you are ready to answer a question, click the Question button to return to the question.

Overview -

Contoso, Ltd. is a manufacturing company that has offices worldwide. Contoso works with partner organizations to bring products to market.

Contoso products are manufactured by using blueprint files that the company authors and maintains.

Existing Environment -

Currently, Contoso uses multiple types of servers for business operations, including the following:

File servers

Domain controllers

Microsoft SQL Server servers

Your network contains an Active Directory forest named contoso.com. All servers and client computers are joined to Active Directory.

You have a public-facing application named App1. App1 is comprised of the following three tiers:

A SQL database

A web front end

A processing middle tier -

Each tier is comprised of five virtual machines. Users access the web front end by using HTTPS only.

Requirements -

Planned Changes -

Contoso plans to implement the following changes to the infrastructure:

Move all the tiers of App1 to Azure.

Move the existing product blueprint files to Azure Blob storage.

Create a hybrid directory to support an upcoming Microsoft 365 migration project.

Technical Requirements -

Contoso must meet the following technical requirements:

Move all the virtual machines for App1 to Azure.

Minimize the number of open ports between the App1 tiers.

Ensure that all the virtual machines for App1 are protected by backups.

Copy the blueprint files to Azure over the Internet.

Ensure that the blueprint files are stored in the archive storage tier.

Ensure that partner access to the blueprint files is secured and temporary.

Prevent user passwords or hashes of passwords from being stored in Azure.

Use unmanaged standard storage for the hard disks of the virtual machines.

Ensure that when users join devices to Azure Active Directory (Azure AD), the users use a mobile phone to verify their identity.

Minimize administrative effort whenever possible.

User Requirements -

Contoso identifies the following requirements for users:

Ensure that only users who are part of a group named Pilot can join devices to Azure AD.

Designate a new user named Admin1 as the service admin for the Azure subscription.

Admin1 must receive email alerts regarding service outages.

Ensure that a new user named User3 can create network objects for the Azure subscription.

Question
HOTSPOT -

You need to configure the Device settings to meet the technical requirements and the user requirements.

Which two settings should you modify? To answer, select the appropriate settings in the answer area."
T7-Q2;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;En 2026 : attribuer à Admin1 un rôle Azure RBAC approprié sur la souscription et créer une alerte Service Health envoyée à son adresse. Aucune des quatre propositions historiques ne couvre entièrement les deux besoins actuels.;D. From the Subscriptions blade, select the subscription, and then modify the Properties;https://learn.microsoft.com/en-us/azure/role-based-access-control/classic-administrators | https://learn.microsoft.com/en-us/azure/service-health/alerts-activity-log-service-notifications-portal;"Introductory Info
Case study -

This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However,

there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions

included on this exam in the time provided.

To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might

contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is

independent of the other questions in this case study.

At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to

the next section of the exam. After you begin a new section, you cannot return to this section.

To start the case study -

To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study

before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem

statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the

subsequent tabs. When you are ready to answer a question, click the Question button to return to the question.

Overview -

Contoso, Ltd. is a manufacturing company that has offices worldwide. Contoso works with partner organizations to bring products to market.

Contoso products are manufactured by using blueprint files that the company authors and maintains.

Existing Environment -

Currently, Contoso uses multiple types of servers for business operations, including the following:

File servers

Domain controllers

Microsoft SQL Server servers

Your network contains an Active Directory forest named contoso.com. All servers and client computers are joined to Active Directory.

You have a public-facing application named App1. App1 is comprised of the following three tiers:

A SQL database

A web front end

A processing middle tier -

Each tier is comprised of five virtual machines. Users access the web front end by using HTTPS only.

Requirements -

Planned Changes -

Contoso plans to implement the following changes to the infrastructure:

Move all the tiers of App1 to Azure.

Move the existing product blueprint files to Azure Blob storage.

Create a hybrid directory to support an upcoming Microsoft 365 migration project.

Technical Requirements -

Contoso must meet the following technical requirements:

Move all the virtual machines for App1 to Azure.

Minimize the number of open ports between the App1 tiers.

Ensure that all the virtual machines for App1 are protected by backups.

Copy the blueprint files to Azure over the Internet.

Ensure that the blueprint files are stored in the archive storage tier.

Ensure that partner access to the blueprint files is secured and temporary.

Prevent user passwords or hashes of passwords from being stored in Azure.

Use unmanaged standard storage for the hard disks of the virtual machines.

Ensure that when users join devices to Azure Active Directory (Azure AD), the users use a mobile phone to verify their identity.

Minimize administrative effort whenever possible.

User Requirements -

Contoso identifies the following requirements for users:

Ensure that only users who are part of a group named Pilot can join devices to Azure AD.

Designate a new user named Admin1 as the service admin for the Azure subscription.

Admin1 must receive email alerts regarding service outages.

Ensure that a new user named User3 can create network objects for the Azure subscription.

Question
You need to meet the user requirement for Admin1.

What should you do?"
T8-Q1;Surveiller et maintenir les ressources Azure;Exercice avec correction comparée aux sources;scenario;Non;Coffres Recovery Services (trois régions) : 3 · Stratégies (une VM et une Azure Files par coffre) : 6;Coffres Recovery Services (trois régions) : 3 · Stratégies (une VM et une Azure Files par coffre) : 6;https://learn.microsoft.com/en-us/azure/backup/backup-azure-vms-first-look-arm | https://learn.microsoft.com/en-us/azure/backup/azure-file-share-support-matrix | https://learn.microsoft.com/en-us/azure/storage/common/general-purpose-version-1-account-migration-frequently-asked-questions;"Introductory Info
Case study -

This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However,

there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions

included on this exam in the time provided.

To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might

contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is

independent of the other questions in this case study.

At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to

the next section of the exam. After you begin a new section, you cannot return to this section.

To start the case study -

To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study

before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem

statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the

subsequent tabs. When you are ready to answer a question, click the Question button to return to the question.

Overview -

General Overview -

Contoso, Ltd. is a consulting company that has a main office in Montreal and branch offices in Seattle and New York.

Environment -

Existing Environment -

Contoso has an Azure subscription named Sub1 that is linked to an Azure Active Directory (Azure AD) tenant. The network contains an on-

premises Active

Directory domain that syncs to the Azure AD tenant.

The Azure AD tenant contains the users shown in the following table.

Sub1 contains two resource groups named RG1 and RG2 and the virtual networks shown in the following table.

User1 manages the resources in RG1. User4 manages the resources in RG2.

Sub1 contains virtual machines that run Windows Server 2019 as shown in the following table

No network security groups (NSGs) are associated to the network interfaces or the subnets.

Sub1 contains the storage accounts shown in the following table.

Requirements -

Planned Changes -

Contoso plans to implement the following changes:

Create a blob container named container1 and a file share named share1 that will use the Cool storage tier.

Create a storage account named storage5 and configure storage replication for the Blob service.

Create an NSG named NSG1 that will have the custom inbound security rules shown in the following table.

Associate NSG1 to the network interface of VM1.

Create an NSG named NSG2 that will have the custom outbound security rules shown in the following table.

Associate NSG2 to VNET1/Subnet2.

Technical Requirements -

Contoso must meet the following technical requirements:

Create container1 and share1.

Use the principle of least privilege.

Create an Azure AD security group named Group4.

Back up the Azure file shares and virtual machines by using Azure Backup.

Trigger an alert if VM1 or VM2 has less than 20 GB of free space on volume C.

Enable User1 to create Azure policy definitions and User2 to assign Azure policies to RG1.

Create an internal Basic Azure Load Balancer named LB1 and connect the load balancer to VNET1/Subnet1

Enable flow logging for IP traffic from VM5 and retain the flow logs for a period of eight months.

Whenever possible, grant Group4 Azure role-based access control (Azure RBAC) read-only permissions to the Azure file shares.

Question
HOTSPOT -

You need to configure Azure Backup to back up the file shares and virtual machines.

What is the minimum number of Recovery Services vaults and backup policies you should create? To answer, select the appropriate options in the

answer area.

NOTE: Each correct selection is worth one point."
T8-Q2;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;Étape 1 : Create a Log Analytics workspace · Étape 2 : Collect Windows performance counters using Azure Monitor Agent and a DCR · Étape 3 : Create an alert rule;Étape 1 : Create a Log Analytics workspace · Étape 2 : Collect Windows performance counters using Azure Monitor Agent and a DCR · Étape 3 : Create an alert rule;https://learn.microsoft.com/en-us/azure/azure-monitor/data-collection/data-collection-rule-overview | https://learn.microsoft.com/en-us/azure/azure-monitor/alerts/alerts-create-log-alert-rule;Pour alerter quand le volume C de VM1 ou VM2 dispose de moins de 20 Go libres, dans quel ordre créer l’espace de travail, collecter les compteurs Windows avec Azure Monitor Agent/DCR et créer la règle d’alerte ?
T9-Q1;Gérer les identités et la gouvernance Azure;Exercice avec correction comparée aux sources;scenario;Non;Rôle de User1 pour définir une initiative : Resource Policy Contributor for Sub1 · Rôle de User4 pour assigner une initiative à RG2 : Resource Policy Contributor for RG2;Rôle de User1 pour définir une initiative : Resource Policy Contributor for Sub1 · Rôle de User4 pour assigner une initiative à RG2 : Resource Policy Contributor for RG2;https://learn.microsoft.com/en-us/azure/role-based-access-control/built-in-roles#resource-policy-contributor;"Introductory Info
Case study -

This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However,

there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions

included on this exam in the time provided.

To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might

contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is

independent of the other questions in this case study.

At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to

the next section of the exam. After you begin a new section, you cannot return to this section.

To start the case study -

To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study

before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem

statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the

subsequent tabs. When you are ready to answer a question, click the Question button to return to the question.

Overview -

General Overview -

Contoso, Ltd. is a consulting company that has a main office in Montreal and branch offices in Seattle and New York.

Environment -

Existing Environment -

Contoso has an Azure subscription named Sub1 that is linked to an Azure Active Directory (Azure AD) tenant. The network contains an on-

premises Active

Directory domain that syncs to the Azure AD tenant.

The Azure AD tenant contains the users shown in the following table.

Sub1 contains two resource groups named RG1 and RG2 and the virtual networks shown in the following table.

User1 manages the resources in RG1. User4 manages the resources in RG2.

Sub1 contains virtual machines that run Windows Server 2019 as shown in the following table

No network security groups (NSGs) are associated to the network interfaces or the subnets.

Sub1 contains the storage accounts shown in the following table.

Requirements -

Planned Changes -

Contoso plans to implement the following changes:

Create a blob container named container1 and a file share named share1 that will use the Cool storage tier.

Create a storage account named storage5 and configure storage replication for the Blob service.

Create an NSG named NSG1 that will have the custom inbound security rules shown in the following table.

Associate NSG1 to the network interface of VM1.

Create an NSG named NSG2 that will have the custom outbound security rules shown in the following table.

Associate NSG2 to VNET1/Subnet2.

Technical Requirements -

Contoso must meet the following technical requirements:

Create container1 and share1.

Use the principle of least privilege.

Create an Azure AD security group named Group4.

Back up the Azure file shares and virtual machines by using Azure Backup.

Trigger an alert if VM1 or VM2 has less than 20 GB of free space on volume C.

Enable User1 to create Azure policy definitions and User2 to assign Azure policies to RG1.

Create an internal Basic Azure Load Balancer named LB1 and connect the load balancer to VNET1/Subnet1

Enable flow logging for IP traffic from VM5 and retain the flow logs for a period of eight months.

Whenever possible, grant Group4 Azure role-based access control (Azure RBAC) read-only permissions to the Azure file shares.

Question
HOTSPOT -

You need to ensure that User1 can create initiative definitions, and User4 can assign initiatives to RG2. The solution must meet the technical

requirements.

Which role should you assign to each user? To answer, select the appropriate options in the answer area.

NOTE: Each correct selection is worth one point."
T9-Q2;Implémenter et gérer le stockage;Fiche question/réponse du support;theme;Non;A. On storage2, enable identity-based access for the file shares.;A. On storage2, enable identity-based access for the file shares.;https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview;"Introductory Info
Case study -

This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However,

there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions

included on this exam in the time provided.

To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might

contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is

independent of the other questions in this case study.

At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to

the next section of the exam. After you begin a new section, you cannot return to this section.

To start the case study -

To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study

before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem

statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the

subsequent tabs. When you are ready to answer a question, click the Question button to return to the question.

Overview -

General Overview -

Contoso, Ltd. is a consulting company that has a main office in Montreal and branch offices in Seattle and New York.

Environment -

Existing Environment -

Contoso has an Azure subscription named Sub1 that is linked to an Azure Active Directory (Azure AD) tenant. The network contains an on-

premises Active

Directory domain that syncs to the Azure AD tenant.

The Azure AD tenant contains the users shown in the following table.

Sub1 contains two resource groups named RG1 and RG2 and the virtual networks shown in the following table.

User1 manages the resources in RG1. User4 manages the resources in RG2.

Sub1 contains virtual machines that run Windows Server 2019 as shown in the following table

No network security groups (NSGs) are associated to the network interfaces or the subnets.

Sub1 contains the storage accounts shown in the following table.

Requirements -

Planned Changes -

Contoso plans to implement the following changes:

Create a blob container named container1 and a file share named share1 that will use the Cool storage tier.

Create a storage account named storage5 and configure storage replication for the Blob service.

Create an NSG named NSG1 that will have the custom inbound security rules shown in the following table.

Associate NSG1 to the network interface of VM1.

Create an NSG named NSG2 that will have the custom outbound security rules shown in the following table.

Associate NSG2 to VNET1/Subnet2.

Technical Requirements -

Contoso must meet the following technical requirements:

Create container1 and share1.

Use the principle of least privilege.

Create an Azure AD security group named Group4.

Back up the Azure file shares and virtual machines by using Azure Backup.

Trigger an alert if VM1 or VM2 has less than 20 GB of free space on volume C.

Enable User1 to create Azure policy definitions and User2 to assign Azure policies to RG1.

Create an internal Basic Azure Load Balancer named LB1 and connect the load balancer to VNET1/Subnet1

Enable flow logging for IP traffic from VM5 and retain the flow logs for a period of eight months.

Whenever possible, grant Group4 Azure role-based access control (Azure RBAC) read-only permissions to the Azure file shares.

Question
You need to ensure that you can grant Group4 Azure RBAC read only permissions to all the Azure file shares.

What should you do?"
T10-Q1;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;D. a Recovery Services vault;D. a Recovery Services vault;https://learn.microsoft.com/en-us/azure/backup/backup-azure-arm-restore-vms;"Introductory Info
Case study -

This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However,

there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions

included on this exam in the time provided.

To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might

contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is

independent of the other questions in this case study.

At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to

the next section of the exam. After you begin a new section, you cannot return to this section.

To start the case study -

To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study

before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem

statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the

subsequent tabs. When you are ready to answer a question, click the Question button to return to the question.

Overview -

Contoso, Ltd. is a manufacturing company that has offices worldwide. Contoso works with partner organizations to bring products to market.

Contoso products are manufactured by using blueprint files that the company authors and maintains.

Existing Environment -

Currently, Contoso uses multiple types of servers for business operations, including the following:

File servers

Domain controllers

Microsoft SQL Server servers

Your network contains an Active Directory forest named contoso.com. All servers and client computers are joined to Active Directory.

You have a public-facing application named App1. App1 is comprised of the following three tiers:

A SQL database

A web front end

A processing middle tier -

Each tier is comprised of five virtual machines. Users access the web front end by using HTTPS only.

Requirements -

Planned Changes -

Contoso plans to implement the following changes to the infrastructure:

Move all the tiers of App1 to Azure.

Move the existing product blueprint files to Azure Blob storage.

Create a hybrid directory to support an upcoming Microsoft 365 migration project.

Technical Requirements -

Contoso must meet the following technical requirements:

Move all the virtual machines for App1 to Azure.

Minimize the number of open ports between the App1 tiers.

Ensure that all the virtual machines for App1 are protected by backups.

Copy the blueprint files to Azure over the Internet.

Ensure that the blueprint files are stored in the archive storage tier.

Ensure that partner access to the blueprint files is secured and temporary.

Prevent user passwords or hashes of passwords from being stored in Azure.

Use unmanaged standard storage for the hard disks of the virtual machines.

Ensure that when users join devices to Azure Active Directory (Azure AD), the users use a mobile phone to verify their identity.

Minimize administrative effort whenever possible.

User Requirements -

Contoso identifies the following requirements for users:

Ensure that only users who are part of a group named Pilot can join devices to Azure AD.

Designate a new user named Admin1 as the service admin for the Azure subscription.

Admin1 must receive email alerts regarding service outages.

Ensure that a new user named User3 can create network objects for the Azure subscription.

Question
You need to implement a backup solution for App1 after the application is moved.

What should you create first?"
T10-Q2;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;B. Use Azure Storage Explorer to copy the files.;B. Use Azure Storage Explorer to copy the files.;https://learn.microsoft.com/en-us/azure/backup/backup-azure-arm-restore-vms;"Introductory Info
Case study -

This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However,

there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions

included on this exam in the time provided.

To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might

contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is

independent of the other questions in this case study.

At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to

the next section of the exam. After you begin a new section, you cannot return to this section.

To start the case study -

To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study

before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem

statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the

subsequent tabs. When you are ready to answer a question, click the Question button to return to the question.

Overview -

Contoso, Ltd. is a manufacturing company that has offices worldwide. Contoso works with partner organizations to bring products to market.

Contoso products are manufactured by using blueprint files that the company authors and maintains.

Existing Environment -

Currently, Contoso uses multiple types of servers for business operations, including the following:

File servers

Domain controllers

Microsoft SQL Server servers

Your network contains an Active Directory forest named contoso.com. All servers and client computers are joined to Active Directory.

You have a public-facing application named App1. App1 is comprised of the following three tiers:

A SQL database

A web front end

A processing middle tier -

Each tier is comprised of five virtual machines. Users access the web front end by using HTTPS only.

Requirements -

Planned Changes -

Contoso plans to implement the following changes to the infrastructure:

Move all the tiers of App1 to Azure.

Move the existing product blueprint files to Azure Blob storage.

Create a hybrid directory to support an upcoming Microsoft 365 migration project.

Technical Requirements -

Contoso must meet the following technical requirements:

Move all the virtual machines for App1 to Azure.

Minimize the number of open ports between the App1 tiers.

Ensure that all the virtual machines for App1 are protected by backups.

Copy the blueprint files to Azure over the Internet.

Ensure that the blueprint files are stored in the archive storage tier.

Ensure that partner access to the blueprint files is secured and temporary.

Prevent user passwords or hashes of passwords from being stored in Azure.

Use unmanaged standard storage for the hard disks of the virtual machines.

Ensure that when users join devices to Azure Active Directory (Azure AD), the users use a mobile phone to verify their identity.

Minimize administrative effort whenever possible.

User Requirements -

Contoso identifies the following requirements for users:

Ensure that only users who are part of a group named Pilot can join devices to Azure AD.

Designate a new user named Admin1 as the service admin for the Azure subscription.

Admin1 must receive email alerts regarding service outages.

Ensure that a new user named User3 can create network objects for the Azure subscription.

Question
You need to move the blueprint files to Azure.

What should you do?"
